ID,distance
N45616,0.17768053922261307
N47485,0.1837082925005854
N58710,0.18603378661245562
N9271,0.18994942528155467
N61296,0.19110927517964116
N2869,0.1921388168750443
N54348,0.1940291771718976
N40300,0.195536793003942
N50005,0.19562264435878352
N49712,0.19652434178535017
N3280,0.19659371726479746
N62612,0.19774589957476596
N43338,0.19775064572951295
N43608,0.1995438228974995
N28047,0.20151940568836935
N48031,0.20162800420234717
N7041,0.20183962275964995
N64049,0.20239821082560805
N43073,0.20264781605094262
N6890,0.20316472424446896
N35259,0.20401087874428103
N2169,0.20479928448492968
N19709,0.20485785442804494
N37378,0.20589763511896464
N40559,0.20595963083729196
N61404,0.2066723278919641
N45270,0.20674646257324147
N36532,0.20830954480937647
N17104,0.20864946873224255
N40785,0.20871343706197154
N6233,0.2093402395338375
N55742,0.20973779877396326
N53302,0.2102991291412043
N64983,0.2104597654423127
N21317,0.21056541756730318
N43502,0.21082256717545977
N58224,0.2109648039515255
N287,0.21136819265653872
N45099,0.2114759521701246
N15919,0.211601446189833
N8129,0.21180620164875774
N26706,0.21182563556363776
N52446,0.21200869214356655
N6379,0.21206560626392001
N37509,0.2125452461936269
N25785,0.2129328230666182
N59951,0.21296044729707908
N16166,0.2131564433561478
N15771,0.2136126351493326
N43353,0.21361751500531478
N40944,0.21387609557226195
N64631,0.21409699634920754
N56638,0.21439171990239236
N46878,0.21443080186150731
N36626,0.21524773567195254
N15506,0.2156030590071033
N59704,0.21563797956755493
N51457,0.21564368217638485
N26331,0.21566958216688414
N8242,0.21573579787332964
N22028,0.2157848170072698
N1034,0.2158344940631095
N54501,0.21590673139145855
N60872,0.21596443745234717
N58936,0.21604454995624023
N55411,0.21607091657036104
N51503,0.21612000035633427
N11094,0.21620139057310606
N61005,0.21643597910859746
N22976,0.2166361204481143
N37870,0.21677493935370562
N6244,0.2167825192896955
N30135,0.2169497613650131
N29739,0.2169775972119764
N58549,0.21723086653899526
N52865,0.21732580099048382
N166,0.21757827582637357
