ID,Distance
N48875,0.14069977898437058
N5398,0.1423767827037472
N40109,0.14601750422287008
N38779,0.146524542987839
N13231,0.1470548123901365
N49712,0.14719869363359195
N47020,0.1487202693434393
N62612,0.1503467748758478
N14761,0.15036469715909107
N14340,0.1512200271851929
N3142,0.1519198598592495
N51163,0.15210030644645722
N21773,0.15216528471297197
N58715,0.1526308831085823
N48390,0.1534832565617853
N15695,0.15375238219243825
N48031,0.15437087147933537
N59685,0.1543805026477315
N7821,0.15521197198437708
N61101,0.15527844952602798
N58114,0.15580116681501144
N10438,0.15588672685269223
N50014,0.15616511692019708
N37509,0.15635060573871462
N35729,0.1569067277070938
N45099,0.15771871864071096
N16290,0.15790014240718764
N19041,0.15792779671820223
N46821,0.1581699242929887
N10960,0.1590905069527183
N6890,0.1594458758243995
N58224,0.1594536820479976
N25785,0.15946257574597278
N11817,0.15974441415198148
N29739,0.15990138027989065
N13912,0.16002425289567268
N38393,0.1600406715498458
N55189,0.16009703545813747
N23814,0.16035601628202867
N6072,0.1610229468941753
N64174,0.16135646507723522
N20678,0.161725757281867
N37159,0.16207537184847653
N14592,0.1622520206726622
N47098,0.1622598506831422
N60550,0.16244016319854404
N37348,0.1628858746720696
N39317,0.16311729128874208
N63317,0.16351319980580092
N35656,0.16364566917255896
N59049,0.16410691234538088
N55689,0.16435950350857564
N30698,0.16437394778819614
N42782,0.16479027526696122
N17686,0.1649560902555317
N63045,0.16496788818748243
N59495,0.16497369216832058
N48225,0.1651496732079436
N43353,0.1652842737864233
N5364,0.1653194911531135
N2511,0.16557846612055005
N13131,0.16563876288332202
N44383,0.1660884842118957
N23979,0.16616935917635034
N59359,0.16637613542353347
N61388,0.16657062155775526
N4486,0.166600562451504
N47346,0.16661043534798536
N31739,0.16662303351634533
N50872,0.16665299190739435
N63302,0.16678954993319428
N55833,0.16732174921223275
N48017,0.16767167898208413
N29948,0.16772657218996012
N55555,0.1685070524108372
N21623,0.16855847154177594
N21164,0.1691846684639099
N54225,0.16962848329084124
N36226,0.1697743909296784
N31699,0.17001735874452706
N34333,0.17010552421479008
N61355,0.17012661106865823
N22407,0.17052611255872663
N18445,0.17086108911619102
N23877,0.17155175449990612
N64467,0.17181534123861775
N6244,0.17188014863094192
N34567,0.17204961213364478
N22976,0.17217267836407646
N24611,0.17256855782086855
N42977,0.1729730094864269
N34694,0.17304167968270012
N16617,0.17329952717024644
N17059,0.17336733767152612
N62285,0.17353033779257876
N29802,0.17355553064488194
N8129,0.1737179165764573
N35458,0.17506841115621563
N32852,0.17544300253393863
N23061,0.17554935698504814
N65112,0.17663959921425465
N8015,0.17695549236075236
N48722,0.17709543873186073
N45794,0.17759053785911683
N33677,0.17777161799225505
N48742,0.17811448205544966
N35389,0.17840133679134196
N2663,0.1798464675445548
N20495,0.17999590263507093
N6087,0.18092711589997235
N62330,0.18121712712388893
N41011,0.18122673043744564
N10414,0.18247022019634573
N7023,0.1831301487815259
N12330,0.1834084641253767
N50592,0.18362169283495522
N19347,0.18455539632999063
N44462,0.18462315659043393
N31801,0.18531804352850823
N56711,0.18570876835816863
N51570,0.18601924019457983
N13008,0.1888174536047743
N23446,0.18983466628029877
N45509,0.20703979803715045
N16844,0.2085292809861543
