ID,distance
N51457,0.19016308853004338
N1920,0.1902430008014936
N724,0.19091461387381137
N47235,0.19365810750726986
N39587,0.19628138256269423
N39461,0.1977526457275225
N31041,0.199692338719627
N706,0.19969426285472947
N62920,0.20035104034694062
N12608,0.20123009258415103
N14662,0.2016303851399074
N26084,0.20163046818431285
N23081,0.20212863530214897
N59407,0.20338930944893097
N15435,0.2035347487084116
N53008,0.20374987564397762
N22570,0.20428636263884437
N11727,0.20483826236157043
N995,0.20710359113761956
N7041,0.20813287893010834
N2511,0.20833026402591914
N59774,0.20835108945431569
N14652,0.20836062507482833
N8237,0.20919729300399637
N21915,0.2093836253711835
N10969,0.2095951374544075
N4247,0.21088569263950452
N22664,0.2111647858912472
N19043,0.2115657576859633
N46309,0.21161145396264425
N29840,0.2123431726588082
N15771,0.21291743298063748
N2886,0.21323962729199653
N35022,0.21404510890847217
N61404,0.21416504286475102
N56175,0.21429222235492174
N30827,0.214609312718953
N29196,0.21472810993580904
N19741,0.2147474293742414
N50023,0.2149017033774323
N20811,0.2149884810703866
N34930,0.2151898149161563
N29715,0.21544214084554592
N13893,0.2159952707384687
N28983,0.21603311895079613
N47401,0.21606322254957344
N2142,0.21628031165879003
N2018,0.2163254355987746
N42512,0.2163719054752813
N23085,0.2168557140118359
N53318,0.21768787529632627
N56517,0.2178366264791426
N13486,0.2182082938423826
N32089,0.21846480595398976
N35106,0.21886901363153077
N56290,0.21896077900440858
N2169,0.21924851016741553
N61588,0.21929658606933045
N25114,0.21954753305333474
N55189,0.2199596281778634
N16292,0.22009950051765725
N35738,0.22035830261246103
N25158,0.22058198612177116
N18613,0.22089752757693015
N44737,0.22092744537760756
N25437,0.22111868784419775
N34399,0.2211812752174389
N3431,0.22143838923457593
N32519,0.22153067495727152
N7328,0.22172033171085825
N57385,0.2220308270264273
N209,0.22210254884265768
N37159,0.22252789629833125
N49879,0.22267258159857917
N10732,0.22268024927438668
N24176,0.2227294628308074
N47020,0.22274662971820514
N26940,0.22294235466735712
N22028,0.2232439752829226
N28091,0.22324968264326983
N4295,0.22326520454480125
N29854,0.22358644861771304
N48064,0.2236210613632419
N36933,0.22406685177298646
N33872,0.22419315167989673
N60850,0.2242442182166542
N47747,0.2242453165432119
N39389,0.2244646113530515
N35387,0.22451337389805492
N19041,0.2245822276719449
N63958,0.2247046570810759
N10960,0.2247759734649042
N30184,0.22497035447526847
N47346,0.22515984252374666
N195,0.22526067793197757
N55897,0.22543587171653023
N20224,0.22565292516987634
N35671,0.22566809122355314
