ID,category,sub_category,content,collaborative_rec,content_rec,mean,two_one
N37378,news,newsus,"Wisconsin jury awards $450,000 in Sandy Hook defamation case A jury in Wisconsin has awarded $450,000 to the father of a boy killed in the 2012 Sandy Hook school shooting after he filed a defamation lawsuit against conspiracy theorist writers who claimed the massacre never happened.",0.1412209117117487,0.2415939355810019,0.1914074236463753,0.20813626095791748
N719,finance,finance-companies,"Nevada gambling bosses move to bar Wynn from casino industry The complaint filed Monday by the state's Gaming Control Board lists sexual misconduct allegations that have been lodged against the mogul since January 2018. The complaint asks Nevada's Gaming Commission, which acts on the board's recommendations and has final say on licensing, to fine Wynn and revoke his status as being found suitable to be licensed in the industry.",0.1419604205200471,0.2541189847623226,0.19803970264118484,0.2167327966815641
N47485,news,newsus,"Health warning lifted over fire at California oil facility Authorities have lifted shelter-in-place orders for some 12,000 people in Northern California after containment of a fire at a fuel storage facility that sent up a huge cloud of smoke. Emergency sirens blared and thick plumes of black smoke and flames filled the skyline around the NuStar Energy LP facility in Crockett, California, about 30 miles (50 kilometers) northeast of downtown San Francisco.",0.1419604205200471,0.2378655843166659,0.1899130024183565,0.20589719638445964
N44462,news,newscrime,"Louisville man who shot at LMPD officer sentenced to 10 more years in prison A Louisville man convicted of shooting at an officer was sentenced Friday. Judge David Hale sentenced Elijah Eubanks, 22, to 119 months in prison for a federal weapons charge. Sign up for our Newsletters In March 2018, Eubanks opened fire on an officer who was attempting to question him while he was in his vehicle with another person. No officers were hit, but Eubanks was shot multiple times when officers returned fire. Eubanks was previously...",0.1429467461126568,0.2460598772771828,0.1945033116949198,0.2116888335556741
N41011,news,newsworld,"For the first time, a man has been sentenced for sexual slavery by the International Criminal Court. He got 30 years. Bosco Ntaganda is a former Congolese rebel nicknamed the ""Terminator."" The ICC convicted him on 18 counts including murder, sexual slavery and using child soldiers.",0.1429467461126568,0.239830888065706,0.19138881708918137,0.20753617408135625
N21773,travel,travelnews,Lumber spilled on I-71 following rollover crash; Lanes shut down ,0.1429467461126568,0.2285581918364183,0.18575246897453754,0.20002104326183112
N3142,health,health-news,"Teen wins science competition with liquid bandage invention Kara Fan beat nine other finalists and hundreds of students who submitted ideas in the 3M​ Young Scientist Challenge, winning $25,000.",0.1429467461126568,0.2630849765804609,0.20301586134655886,0.22303889975785954
N61355,news,newscrime,"2 Murder suspects escape from Monterey County, California, Jail The suspects are considered dangerous and should not be approached. Anyone who sees them should call 911 immediately.",0.1429467461126568,0.2343731510093825,0.18865994856101964,0.20389768271047393
N15710,news,newscrime,Arrest made in connection to stabbing in South Louisville ,0.1429467461126568,0.2281218049812685,0.18553427554696264,0.19973011869173124
N7023,lifestyle,lifestyle-news-feature,"After being pushed close to extinction, this humpback whale population is making a comeback A key population of humpback whales is in recovery after it was pushed close to extinction by centuries of exploitation, according to a new study.",0.1429467461126568,0.2608793325383733,0.20191303932551505,0.2215684703964678
N1569,news,newsus,"Officer who shot naked man found not guilty of murder DECATUR, Ga. (AP)   A former Georgia police officer who fatally shot an unarmed, naked man was found not guilty of murder Monday but was convicted of aggravated assault and other charges that could send him to prison for more than 30 years. Robert ""Chip"" Olsen's face turned red and he squeezed his eyes shut tightly as the verdict was read. His wife, Kathy Olsen, began sobbing and had to be led from the courtroom. DeKalb County Superior Court...",0.1429467461126568,0.204521884485676,0.1737343152991664,0.18399683836133623
N62612,news,newscrime,16-year-old injured in shooting near Churchill Downs ,0.1429467461126568,0.2143111680028601,0.17862895705775844,0.1905230273727923
N6072,news,newsus,"Search resumes for worker missing in New Orleans Hard Rock Hotel building site collapse that killed 2 Rescuers resumed searching Sunday for a worker trapped in rubble after a deadly construction collapse in New Orleans, officials said, but the building's instability is making for a precarious situation.",0.1429467461126568,0.1948932851815711,0.16892001564711395,0.17757777215859966
N58224,news,newscrime,"13-year-old charged with two murders escapes custody in North Carolina Officials said they have concerns for public safety due to the teen's ""prior history of assaultive and unpredictable behavior.""",0.1429467461126568,0.2043091571087005,0.17362795161067865,0.18385502011001925
N42704,news,newscrime,UPDATE: Coroner reveals identity of victim in Beechmont neighborhood shooting ,0.1429467461126568,0.2317676177242258,0.1873571819184413,0.20216066052036946
N2663,news,newsworld,16 sentenced to death for burning alive Bangladesh teen Sixteen people were sentenced to death Thursday for burning alive a Bangladeshi teenager who refused to withdraw sexual assault charges against her head teacher.,0.1429467461126568,0.2272049883710183,0.18507586724183755,0.19911890761823112
N5398,news,newscrime,Suspects identified following hours-long SWAT standoff on South 34th Street ,0.1429467461126568,0.226982996062832,0.1849648710877444,0.19897091274610693
N19041,news,newscrime,Kroger shooting: Suspect coming out of store fires at officers before they shoot him dead ,0.1429467461126568,0.2325005783006806,0.1877236622066687,0.20264930090467265
N48390,travel,travelnews,First round of auctions begin for Joe Ley Antiques ,0.1429467461126568,0.2805335617953818,0.2117401539540193,0.2346712899011401
N65112,news,newscrime,"Family says 16-year-old was victim hit, killed on I-64 The person struck by 5 vehicles on Interstate 64 Friday night was a 16-year-old girl, according to family members. The girl's father, Ronnie Click, spoke with WHAS11 News Saturday and said his daughter Brea was killed in that incident. Police responded to I-64 near the 22nd Street exit after they received reports that a person had been hit while walking in the slow lane. RELATED: LMPD: Pedestrian struck and killed on I-64 E at 22nd Street Once...",0.1429467461126568,0.219984292247507,0.1814655191800819,0.19430511020255692
N29802,finance,finance-companies,"Barneys Is Sold for Scrap, Ending an Era Authentic Brands Group will take control of the Barneys name   one that has been part of the Manhattan landscape since 1923   and license it to other companies like Saks Fifth Avenue. The firm B. Riley Financial is preparing to liquidate Barneys' high-end wares, at its five stores and two Warehouse locations, starting with private sale events for Barneys' ""most loyal"" shoppers next week.",0.1429467461126568,0.2956555814872501,0.21930116379995343,0.24475263636238564
N55833,news,newscrime,"Oldham County man charged, injuring victim during shooting practice ",0.1429467461126568,0.2327274520467104,0.1878370990796836,0.20280055006869252
N6244,news,newscrime,Suspect Alfredo Vazquez pleads guilty in Clark County judges' shooting case ,0.1429467461126568,0.2475592818476523,0.19525301398015454,0.2126884366026538
N22976,news,newsus,"The Sante Fe High School massacre suspect isn't fit to stand trial and will get psychiatric treatment, attorney says Dimitrios Pagourtzis is accused of killing eight students and two teachers at his Texas high school last year.",0.1429467461126568,0.2226472474620019,0.18279699678732936,0.19608041367888684
