ID,category,sub_category,content,collaborative_rec,content_rec,mean,two_one
N33240,finance,finance-companies,"Why US miners are still digging new mines as coal prices plunge As coal prices tumble and bankruptcies rise, a few U.S. miners are still pushing ahead with plans to expand.",0.1412308719209704,0.2613011962567615,0.20126603408886595,0.2212777548114978
N20495,news,newscrime,"Mother of missing Florida girl charged; human remains found Police searching for a 5-year-old Florida girl who was reported missing last week by her mother found human remains in rural Alabama, authorities said Tuesday.",0.1412308719209704,0.2831570935469067,0.21219398273393855,0.23584835300492793
N4303,tv,tvnews,"'Blacklisted' Kathy Griffin Says No Regrets Over Lookalike Severed Trump Head Kathy Griffin says she has been ""blacklisted"" in Hollywood - but she still doesn't have any regrets.",0.1412308719209704,0.2207967480480531,0.18101380998451175,0.19427478933902553
N31978,music,music-awards,"Country music's biggest scandals From Wynonna Judd's husband's arrest to the Dixie Chicks' vent about George W. Bush, relive country's biggest scandals.",0.1412308719209704,0.2342830724290623,0.18775697217501636,0.20326567225969833
N34930,health,nutrition,9 Vegetables You Shouldn't Eat Raw Are raw foods healthier than cooked foods?,0.1412308719209704,0.2901232160407985,0.21567704398088444,0.24049243466752246
N34048,lifestyle,lifestylecareer,"17 Outdated Office Etiquette Rules That Are So Laughable Today While they may have once been standard practice, these office etiquette rules are woefully outdated today. Find out which ones are meant to be broken.",0.1412308719209704,0.2821321404330852,0.2116815061770278,0.23516505092904694
N61972,entertainment,entertainment-celebrity,"New details on why Meg Ryan, John Mellencamp split, plus more news Meg Ryan and John Mellencamp's marriage plans may have prompted their split. Plus, more celebrity news for Nov. 4, 2019.",0.1468019984600248,0.2503063743156621,0.19855418638784345,0.21580491569711632
N40526,music,music-celebrity,Miranda Lambert Shares the Surprising Story of Her and Brendan McLoughlin's Meet-Cute The Pistol Annie's are to thank for introducing the country singer to her husband,0.1468019984600248,0.2801990660773397,0.21350053226868226,0.23573337687156806
N56853,news,newsworld,"Trump orders withdrawal of U.S. forces from northern Syria, days after Pentagon downplays possibility U.S.-allied Syrian Kurdish fighters announced late Sunday that the Syrian Army would deploy along the Turkish border to ""liberate the areas that the Turkish army has entered with its mercenaries.""",0.1468019984600248,0.1578161050887871,0.15230905177440596,0.154144736212533
N61070,news,newscrime,Man arrested in 1993 cold case rape after he's identified by DNA: Police The suspect was 28 at the time and not known to the victim.,0.1468019984600248,0.2964585918377147,0.22163029514886978,0.2465730607118181
N54449,news,newsus,"Third Indiana Catholic school employee fired in growing scandal over LGBTQ staff Unlike the others fired from Indianapolis-area Catholic schools, Kelley Fisher is straight and only expressed support for her fired colleagues.",0.1468019984600248,0.2560431532611427,0.20142257586058376,0.2196294349941034
N29561,lifestyle,lifestylebuzz,"High school cheerleaders go off-script to help man propose to their coach A school's cheer squad coach was surprised when her students went off-script and held up four signs during a routine that read, ""Will you marry me?""",0.1468019984600248,0.2691531901704774,0.2079775943152511,0.22836945960032654
N30827,foodanddrink,restaurantsandnews,"These are the 11 classic food-court chains with the most locations From Panda Express to Auntie Anne's to Baskin-Robbins, these are the 13 classic food-court chains with the most US locations.",0.1468019984600248,0.2784287746995911,0.21261538657980794,0.23455318261973565
N11163,news,newspolitics,"Kobach's campaign paid Kansan known to post racist comments on white nationalist site Kansas Republican Kris Kobach's Senate campaign paid an Olathe man who regularly posted hateful comments about Jews and racial minorities on a white nationalist website. Kobach's campaign paid Joe Suber $500 for field coordinating services in September, according to the Republican's latest campaign finance report. Suber also filed the paperwork with the state of Kansas creating ...",0.1468019984600248,0.2264990321588711,0.18665051530944796,0.19993335425925565
N53118,health,health-news,Colorado Mom's Touching Facebook Post Beautifully Explains Why We Shouldn't Suffer in Silence One Colorado mom's Facebook post recently went viral for showing how much asking a friend for help can make the difference when you're feeling alone.,0.1468019984600248,0.2593874794688181,0.20309473896442148,0.22185898579922034
N56438,news,newsus,The 'race whisperer' A black activist convinced a neo-Nazi he'd save him from legal ruin. Then the real plan got underway.,0.1468019984600248,0.2346232035311192,0.19071260099557202,0.20534946850742106
N21389,news,newsworldpolitics,Rep. Katie Hill's lawyers send cease-and-desist letter to DailyMail.com over nude photos The website is the second to publish alleged lewd photos of the Democratic congresswoman.,0.1468019984600248,0.2188932623219044,0.1828476303909646,0.19486284103461118
N63248,lifestyle,lifestylecelebstyle,"Hailey Baldwin wore three show-stopping dresses during her wedding, and put a unique twist on each one Hailey Baldwin's three custom gowns were designed by Virgil Abloh of Off-White, Vera Wang, and Ralph & Russo.",0.1468019984600248,0.2783296563875232,0.212565827423774,0.23448710374502374
